"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
t12mna5,day_12_friday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN
@CALCTEXT(if(([t11pqm5] = 1), [t10qpm5] or [t9qpm5] or [t8qpm5] or [t7qpm5] or [t6qpm5] or [t5qpm5] or [t4qpm5] or [t3qpm5] or [t2qpm5] or [t1qpm5], [t11qpm5]))"
t12mna4,day_12_friday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN
@CALCTEXT(if(([t11pqm4] = 1), [t10qpm4] or [t9qpm4] or [t8qpm4] or [t7qpm4] or [t6qpm4] or [t5qpm4] or [t4qpm4] or [t3qpm4] or [t2qpm4] or [t1qpm4], [t11qpm4]))"
t12mna3,day_12_friday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN
@CALCTEXT(if(([t11pqm3] = 1), [t10qpm3] or [t9qpm3] or [t8qpm3] or [t7qpm3] or [t6qpm3] or [t5qpm3] or [t4qpm3] or [t3qpm3] or [t2qpm3] or [t1qpm3], [t11qpm3]))"
t12mna2,day_12_friday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN
@CALCTEXT(if(([t11qm2d] = 1), [t10qpm2] or [t9qpm2] or [t8qpm2] or [t7qpm2] or [t6qpm2] or [t5qpm2] or [t4qpm2] or [t3qpm2] or [t2qpm2] or [t1qpm2], [t11qpm2]))"
t12mna1,day_12_friday_daily_survey,,text,,,,,,,,,,,,,," @HIDDEN
@CALCTEXT(if(([t11mq1] = 1), [t10qpm1] or [t9qpm1] or [t8qpm1] or [t7qpm1] or [t6qpm1] or [t5qpm1] or [t4qpm1] or [t3qpm1] or [t2qpm1] or [t1qpm1], [t11qpm1]))"
t12mq1,day_12_friday_daily_survey,,radio,"<font size=""4.5"">1. Medication #1
Is the name of your Medication #1 <span style = ""color:orange"">[t12mna1]</span>?</font>

<font size=""4.5""><font color=""green"">Medicamento #1</font>
El nombre de tu Medicamento #1 es <span style = ""color:orange"">[t12mna1]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the name of Medication #1 is not showing up, please select ""2 No"" to input the name of Medication #1. 
If you <b>changed your Medication #1 today</b>, please select ""2 No"" to input the <b>new name</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si el nombre del Medicamento #1 no aparece, selecciona ""2 No"" para proveer el nombre del Medicamento #1. 
Si <b>cambiastes el nombre del Medicamento #1 hoy</b>, selecciona ""2 No"" para proveer el  <b>nuevo nombre</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12dayme]= '1'",,,,,,
t12qpm1,day_12_friday_daily_survey,,text,"<font size=""5.5"">1. Medication #1
<font color=""green"">Medicamento #1</font></font>

<span style=""font-weight:normal;""><font size=""4.5"">(Example: Advair or Fluticasone/Salmeterol Inhaler)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: Advair o Inhalador de Fluticasona/Salmeterol)</font></span>
",,,,,,,"[t12mq1] = '2'",,,,,,
t12qpmf1,day_12_friday_daily_survey,,radio,"<font size=""4.5"">Frequency for Medication #1
Is the frequency of your Medication #1 <span style = ""color:orange"">[t12mfre1]</span>?</font>

<font size=""4.5""><font color=""green"">Frecuencia del Medicamento #1</font>
La frecuencia de tu Medicamento #1 es <span style = ""color:orange"">[t12mfre1]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the frequency of Medication #1 is not showing up, please select ""2 No"" to input the frequency of Medication #1. 
If you <b>changed the frequency of Medication #1 today</b>, please select ""2 No"" to input the <b>new frequency</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si la frecuencia del Medicamento #1 no aparece, selecciona ""2 No"" para proveer la frecuencia del Medicamento #1. 
Si <b>cambiastes la frecuencia del Medicamento #1 hoy</b>, selecciona ""2  No"" para proveer la <b>nueva frecuencia</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12mq1]<>""""",,,,,,
t12qpm1f,day_12_friday_daily_survey,,text,"<font size=""5.5"">Frequency for Medication #1
<font color=""green"">Frecuencia del Medicamento #1</font></font>

<font size=""4.5""><span style=""font-weight:normal;"">(Example: 2 puffs/day)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: 2 inhalaciones al día)</font></span>
",,,,,,,"[t12qpmf1] = '2'",,,,,,
t12qmd5,day_12_friday_daily_survey,,radio,"<font size=""4.5"">Dose for Medication #1
Is the dose of your Medication #1 <span style = ""color:orange"">[t12mdos1]</span>?</font>

<font size=""4.5""><font color=""green"">Dosis del Medicamento #1</font>
La dosis de tu Medicamento #1 es <span style = ""color:orange"">[t12mdos1]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the dose of Medication #1 is not showing up, please select ""2 No"" to input the dose of Medication #1. 
If you <b>changed the dose of Medication #1 today</b>, please select ""2 No"" to input the <b>new dose</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si la dosis del Medicamento #1 no aparece, selecciona ""2 No"" para proveer la dosis del Medicamento #1. 
Si <b>cambiastes la dosis del Medicamento #1 hoy</b>, selecciona ""2  No"" para proveer la <b>nueva dosis</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12mq1]<>""""",,,,,,
t12qpm1d,day_12_friday_daily_survey,,text,"<font size=""5.5"">Dose for Medication #1
<font color=""green"">Dosis del Medicamento #1</font>

<font size=""4.5""><span style=""font-weight:normal;"">(Example: 250/50 mcg/puff)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: 250/50 mcg/inhalación)</font></span>
",,,,,,,"[t12qmd5] = '2'",,,,,,
t12qm2d,day_12_friday_daily_survey,,radio,"<font size=""4.5"">2. Medication #2
Is the name of your Medication #2 <span style = ""color:orange"">[t12mna2]</span>?</font>

<font size=""4.5""><font color=""green"">Medicamento #2</font>
El nombre de tu Medicamento #2 es <span style = ""color:orange"">[t12mna2]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the name of Medication #2 is not showing up, please select ""2 No"" to input the name of Medication #2. 
If you <b>changed your Medication #2 today</b>, please select ""2 No"" to input the <b>new name</b> of your medication.
<font color=""red"">If you <b>DO NOT</b> need to add a medication here, you may leave this blank and continue with the survey.</font>

<font color=""green""><font size=""4.5"">Si el nombre de Medicamento #2 no aparece, selecciona ""2 No"" para proveer el nombre del Medicamento #2. 
Si <b>cambiastes el nombre del Medicamento #2 hoy</b>, selecciona ""2 No"" para proveer el  <b>nuevo nombre</b> del medicamento.
<font color=""red"">Si <b>NO</b> necesitas anotar un medicamento aquí, puedes dejar el espacio vacío y continuar con la encuesta.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12mq1]<>""""",,,,,,
t12qpm2,day_12_friday_daily_survey,,text,"<font size=""5.5"">2. Medication #2
<font color=""green"">Medicamento #2</font></font>

<span style=""font-weight:normal;""><font size=""4.5"">(Example: Advair or Fluticasone/Salmeterol Inhaler)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: Advair o Inhalador de Fluticasona/Salmeterol)</font></span>
",,,,,,,"[t12qm2d] = '2'",,,,,,
t12qpmf5,day_12_friday_daily_survey,,radio,"<font size=""4.5"">Frequency for Medication #2
Is the frequency of your Medication #2 <span style = ""color:orange"">[t12mfre2]</span>?</font>

<font size=""4.5""><font color=""green"">Frecuencia del Medicamento #2</font>
La frecuencia de tu Medicamento #2 es <span style = ""color:orange"">[t12mfre2]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the frequency of Medication #2 is not showing up, please select ""2 No"" to input the frequency of Medication #2. 
If you <b>changed the frequency of Medication #2 today</b>, please select ""2 No"" to input the <b>new frequency</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si la frecuencia del Medicamento #2 no aparece, selecciona ""2 No"" para proveer la frecuencia del Medicamento #2. 
Si <b>cambiastes la frecuencia del Medicamento #2 hoy</b>, selecciona ""2  No"" para proveer la <b>nueva frecuencia</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12qm2d]<>""""",,,,,,
t12qpm2f,day_12_friday_daily_survey,,text,"<font size=""5.5"">Frequency for Medication #2
<font color=""green"">Frecuencia del Medicamento #2</font></font>

<font size=""4.5""><span style=""font-weight:normal;"">(Example: 2 puffs/day)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: 2 inhalaciones al día)</font></span>
",,,,,,,"[t12qpmf5] = '2'",,,,,,
t12qmd2,day_12_friday_daily_survey,,radio,"<font size=""4.5"">Dose for Medication #2
Is the dose of your Medication #2 <span style = ""color:orange"">[t12mdos2]</span>?</font>

<font size=""4.5""><font color=""green"">Dosis del Medicamento #2</font>
La dosis de tu Medicamento #2 es <span style = ""color:orange"">[t12mdos2]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the dose of Medication #2 is not showing up, please select ""2 No"" to input the dose of Medication #2. 
If you <b>changed the dose of Medication #2 today</b>, please select ""2 No"" to input the <b>new dose</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si la dosis del Medicamento #2 no aparece, selecciona ""2 No"" para proveer la dosis del Medicamento #2. 
Si <b>cambiastes la dosis del Medicamento #2 hoy</b>, selecciona ""2  No"" para proveer la <b>nueva dosis</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12qm2d]<>""""",,,,,,
t12qpm2d,day_12_friday_daily_survey,,text,"<font size=""5.5"">Dose for Medication #2
<font color=""green"">Dosis del Medicamento #2</font></font>

<font size=""4.5""><span style=""font-weight:normal;"">(Example: 250/50 mcg/puff)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: 250/50 mcg/inhalación)</font></span>
",,,,,,,"[t12qmd2] = '2'",,,,,,
t12pqm3,day_12_friday_daily_survey,,radio,"<font size=""4.5"">3. Medication #3
Is the name of your Medication #3 <span style = ""color:orange"">[t12mna3]</span>?</font>

<font size=""4.5""><font color=""green"">Medicamento #3</font>
El nombre de tu Medicamento #3 es <span style = ""color:orange"">[t12mna3]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the name of Medication #3 is not showing up, please select ""2 No"" to input the name of Medication #3. 
If you <b>changed your Medication #3 today</b>, please select ""2 No"" to input the <b>new name</b> of your medication.
<font color=""red"">If you <b>DO NOT</b> need to add a medication here, you may leave this blank and continue with the survey.</font>

<font color=""green""><font size=""4.5"">Si el nombre de Medicamento #3 no aparece, selecciona ""2 No"" para proveer el nombre del Medicamento #3. 
Si <b>cambiastes el nombre del Medicamento #3 hoy</b>, selecciona ""2 No"" para proveer el  <b>nuevo nombre</b> del medicamento.
<font color=""red"">Si <b>NO</b> necesitas anotar un medicamento aquí, puedes dejar el espacio vacío y continuar con la encuesta.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12qm2d]<>""""",,,,,,
t12qpm3,day_12_friday_daily_survey,,text,"<font size=""5.5"">3. Medication #3
<font color=""green"">Medicamento #3</font></font>

<span style=""font-weight:normal;""><font size=""4.5"">(Example: Advair or Fluticasone/Salmeterol Inhaler)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: Advair o Inhalador de Fluticasona/Salmeterol)</font></span>
",,,,,,,"[t12pqm3] = '2'",,,,,,
t12qpmf4,day_12_friday_daily_survey,,radio,"<font size=""4.5"">Frequency for Medication #3
Is the frequency of your Medication #3 <span style = ""color:orange"">[t12mfre3]</span>?</font>

<font size=""4.5""><font color=""green"">Frecuencia del Medicamento #3</font>
La frecuencia de tu Medicamento #3 es <span style = ""color:orange"">[t12mfre3]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the frequency of Medication #3 is not showing up, please select ""2 No"" to input the frequency of Medication #3. 
If you <b>changed the frequency of Medication #3 today</b>, please select ""2 No"" to input the <b>new frequency</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si la frecuencia del Medicamento #3 no aparece, selecciona ""2 No"" para proveer la frecuencia del Medicamento #3. 
Si <b>cambiastes la frecuencia del Medicamento #3 hoy</b>, selecciona ""2  No"" para proveer la <b>nueva frecuencia</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12pqm3]<>""""",,,,,,
t12qpm3f,day_12_friday_daily_survey,,text,"<font size=""5.5"">Frequency for Medication #3
<font color=""green"">Frecuencia del Medicamento #3</font>

<font size=""4.5""><span style=""font-weight:normal;"">(Example: 2 puffs/day)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: 2 inhalaciones al día)</font></span>
",,,,,,,"[t12qpmf4] = '2'",,,,,,
t12qmd6,day_12_friday_daily_survey,,radio,"<font size=""4.5"">Dose for Medication #3
Is the dose of your Medication #3 <span style = ""color:orange"">[t12mdos3]</span>?</font>

<font size=""4.5""><font color=""green"">Dosis del Medicamento #3</font>
La dosis de tu Medicamento #3 es <span style = ""color:orange"">[t12mdos3]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the dose of Medication #3 is not showing up, please select ""2 No"" to input the dose of Medication #3. 
If you <b>changed the dose of Medication #3 today</b>, please select ""2 No"" to input the <b>new dose</b> of your medication.</font>

<font color=""green""><font size=""4.5"">Si la dosis del Medicamento #3 no aparece, selecciona ""2 No"" para proveer la dosis del Medicamento #3. 
Si <b>cambiastes la dosis del Medicamento #3 hoy</b>, selecciona ""2  No"" para proveer la <b>nueva dosis</b> del medicamento.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12pqm3]<>""""",,,,,,
t12qpm3d,day_12_friday_daily_survey,,text,"<font size=""5.5"">Dose for Medication #3
<font color=""green"">Dosis del Medicamento #3</font>

<font size=""4.5""><span style=""font-weight:normal;"">(Example: 250/50 mcg/puff)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: 250/50 mcg/inhalación)</font></span>
",,,,,,,"[t12qmd6] = '2'",,,,,,
t12pqm4,day_12_friday_daily_survey,,radio,"<font size=""4.5"">4. Medication #4
Is the name of your Medication #4 <span style = ""color:orange"">[t12mna4]</span>?</font>

<font size=""4.5""><font color=""green"">Medicamento #4</font>
El nombre de tu Medicamento #4 es <span style = ""color:orange"">[t12mna4]</span>?

<div style=""border: 1px solid black; font-weight: normal;""><font size=""4.5""><font color=""black"">If the name of Medication #4 is not showing up, please select ""2 No"" to input the name of Medication #4. 
If you <b>changed your Medication #4 today</b>, please select ""2 No"" to input the <b>new name</b> of your medication.
<font color=""red"">If you <b>DO NOT</b> need to add a medication here, you may leave this blank and continue with the survey.</font>

<font color=""green""><font size=""4.5"">Si el nombre de Medicamento #4 no aparece, selecciona ""2 No"" para proveer el nombre del Medicamento #4. 
Si <b>cambiastes el nombre del Medicamento #4 hoy</b>, selecciona ""2 No"" para proveer el  <b>nuevo nombre</b> del medicamento.
<font color=""red"">Si <b>NO</b> necesitas anotar un medicamento aquí, puedes dejar el espacio vacío y continuar con la encuesta.</font>
</div>
","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5"">  2 No<br><font color=""green"">No</font>",,,,,,"[t12pqm3]<>""""",,,,,,
t12qpm4,day_12_friday_daily_survey,,text,"<font size=""5.5"">4. Medication #4
<font color=""green"">Medicamento #4</font>

<span style=""font-weight:normal;""><font size=""4.5"">(Example: Advair or Fluticasone/Salmeterol Inhaler)</font>
<span style=""font-weight:normal;""><font size=""4.5""><font color=""green"">(Por ejemplo: Advair o Inhalador de Fluticasona/Salmeterol)</font></span>
",,,,,,,"[t12pqm4] = '2'",,,,,,
